id,title,artist_validity,artist1_id,artist2_id,place_of_execution,date_validity,date1,date2,date_avg,date_bin,signature,support,medium,height,width,accession_number,museum,museum_link,rkd_link,image
M165,Self-portrait,,86,,Amsterdam,,1634,,1634,1630,YES,panel,,71.1,56,RR-110,22,https://www.theleidencollection.com/artwork/self-portrait-with-shaded-eyes/,,
M166,Philips Lucasz,,86,,Amsterdam,,1635,,1635,1635,YES,panel,,79.5,58.9,NG850,31,,,
M167,Man with dishevelled hair,,86,,Amsterdam,,1635,,1635,1635,UNCLEAR,panel,,,,205,34,,,
M168,Susanna at the bath,,86,,Amsterdam,,1636,,1636,1635,YES,panel,,47.4,38.6,Mh147,24,,,
M169,Rembrandt in black cap,,86,,Amsterdam,c.,1637,,1637,1635,UNCLEAR,panel,,,,27,46,,,
M170,Concord of the State,,86,,Amsterdam,c.,1638,,1638,1635,UNCLEAR,panel,,,,476,,,,
M171,Saskia van Uylenburg,,86,,Amsterdam,c.,1639,,1639,1635,UNCLEAR,panel,,,,96,,,,
M172,Self-portrait,,86,,Amsterdam,c.,1640,,1640,1640,UNCLEAR,panel,,,,36,45,,,
M173,Anna Wijmer,,86,,Amsterdam,,1641,,1641,1640,UNCLEAR,panel,,,,358,39,,,
M174,Self-portrait in a flat cap,,86,,Amsterdam,,1642,,1642,1640,UNCLEAR,panel,,,,37,48,,,
M175,Portrait of a man,,86,,Amsterdam,,1642,,1642,1640,UNCLEAR,panel,,,,251,12,,,
M176,Portrait of a woman,,86,,Amsterdam,,1642,,1642,1640,UNCLEAR,panel,,,,370,12,,,
M177,Saskia,,86,,Amsterdam,,1643,,1643,1640,UNCLEAR,panel,,,,109,,,,
M178,Man holding a glove,,86,,Amsterdam,c.,1643,,1643,1640,UNCLEAR,panel,,,,221,,,,
M179,Christ and woman taken in adultery,,86,,Amsterdam,,1644,,1644,1640,UNCLEAR,panel,,,,566,,,,
M180,Head of a young girl,,86,,Amsterdam,c.,1645,,1645,1645,UNCLEAR,panel,,,,375,34,,,
M181,Ephraim Bueno,,86,,Amsterdam,,1647,,1647,1645,UNCLEAR,panel,,,,252,,,,
M182,Portrait of a warrior,,86,,Amsterdam,,1650,,1650,1650,UNCLEAR,panel,,,,256,,,,
M183,Rabbi,,86,,Amsterdam,,1654,,1654,1650,UNCLEAR,panel,,,,272,,,,
M184,Woman bathing (Calisto),,86,,Amsterdam,,1654,,1654,1650,UNCLEAR,panel,,,,437,,,,
M185,The slaughtered ox,,86,,Amsterdam,,1655,,1655,1655,UNCLEAR,panel,,,,457,,,,
M186,Coppenol,,86,,Amsterdam,c.,1658,,1658,1655,UNCLEAR,panel,,,,291,,,,
M187,Old man,,86,,Amsterdam,decade,1660,,1660,1660,UNCLEAR,panel,,,,302,,,,
M188,Bust of an old man in a cap,,86,,Amsterdam,c.,1661,,1661,1660,UNCLEAR,panel,,,,261,4,,,
M189,Young woman in a cap,,86,,Amsterdam,,1632,,1632,1630,UNCLEAR,canvas,,,,84,34,,,
M190,Man trimming his quill,,86,,Amsterdam,,1632,,1632,1630,UNCLEAR,canvas,,,,164,,,,
M191,Portrait of a woman,,86,,Amsterdam,,1632,,1632,1630,UNCLEAR,canvas,,,,331,,,,
M192,Portrait of a man,,86,,Amsterdam,,1632,,1632,1630,UNCLEAR,canvas,,,,167,,,,
M193,Man in oriental dress,,86,,Amsterdam,,1632,,1632,1630,UNCLEAR,canvas,,,,169,,,,
M194,The anatomy lesson of Dr. Tulp,,86,,Amsterdam,,1632,,1632,1630,YES,canvas,,169.5,216.5,Mh146,24,,,
M195,Jean Pellicorn and his son,,86,,Amsterdam,,1632,1633,1632.5,1630,UNCLEAR,canvas,,,,406,46,,,
M196,Susanna van Collen with her daughter,,86,,Amsterdam,,1632,1633,1632.5,1630,UNCLEAR,canvas,,,,407,46,,,
M197,Young woman at her toilet,,86,,Amsterdam,,1632,1633,1632.5,1630,UNCLEAR,canvas,,,,494,,,,
M198,Portrait of a man (Krul),,86,,Amsterdam,,1633,,1633,1630,UNCLEAR,canvas,,,,171,,,,
M199,Man rising from his chair,,86,,Amsterdam,,1633,,1633,1630,UNCLEAR,canvas,,,,172,,,,
M200,Wtenbogaert,,86,,Amsterdam,,1633,,1633,1630,UNCLEAR,canvas,,,,173,,,,
M201,Man in oriental dress,,86,,Amsterdam,c.,1633,,1633,1630,UNCLEAR,canvas,,,,180,,,,
M202,Woman in an armchair,,86,,Amsterdam,,1633,,1633,1630,UNCLEAR,canvas,,,,341,,,,
M203,Bellona,,86,,Amsterdam,,1633,,1633,1630,UNCLEAR,canvas,,,,467,,,,
M204,Esther before Haman,,86,,Amsterdam,c.,1633,1650,1641.5,1640,UNCLEAR,canvas,,,,522,,,,
M205,Johannes Elison,,86,,Amsterdam,,1634,,1634,1630,UNCLEAR,canvas,,,,200,,,,
M206,Maria Bockenolle,,86,,Amsterdam,,1634,,1634,1630,UNCLEAR,canvas,,,,347,,,,
M207,Scholar,,86,,Amsterdam,,1634,,1634,1630,UNCLEAR,canvas,,,,432,,,,
M208,Cupid blowing a bubble,,86,,Amsterdam,,1634,,1634,1630,UNCLEAR,canvas,,,,470,23,,,
M209,The Lamentation,,86,,Amsterdam,c.,1634,1635,1634.5,1630,UNCLEAR,canvas,,,,565,,,,
M210,The prodigal son ,,86,,Amsterdam,c.,1635,,1635,1635,UNCLEAR,canvas,,,,30,,,,
M211,Flora,,86,,Amsterdam,,1635,,1635,1635,UNCLEAR,canvas,,,,103,,,,
M212,Portrait of a 70-year old woman,,86,,Amsterdam,,1635,,1635,1635,UNCLEAR,canvas,,,,348,,,,
M213,Rape of Ganymede,,86,,Amsterdam,,1635,,1635,1635,UNCLEAR,canvas,,,,471,,,,
M214,Belshazzar's feast,,86,,Amsterdam,c.,1635,,1635,1635,UNCLEAR,canvas,,,,497,,,,
M215,Samson threatening his father-in-law,,86,,Amsterdam,,1635,,1635,1635,UNCLEAR,canvas,,,,499,,,,
M216,Samson threatening his father-in-law (copy),,86,,Amsterdam,,1635,1636,1635.5,1635,UNCLEAR,canvas,,,,499,34,,,
M217,Danae,,86,,Amsterdam,,1636,1642,1639,1635,UNCLEAR,canvas,,,,474,,,,
M218,The Ascension,,86,,Amsterdam,,1636,,1636,1635,UNCLEAR,canvas,,,,557,,,,
M219,Swalmius,,86,,Amsterdam,,1637,,1637,1635,UNCLEAR,canvas,,,,213,,,,
M220,Man in armchair,,86,,Amsterdam,,1638,,1638,1635,UNCLEAR,canvas,,,,215,,,,
M221,The wedding of Samson,,86,,Amsterdam,,1638,,1638,1635,UNCLEAR,canvas,,,,507,,,,
M222,Man standing,,86,,Amsterdam,,1639,,1639,1635,UNCLEAR,canvas,,,,216,,,,
M223,Still life with dead peacocks,,86,,Amsterdam,c.,1639,,1639,1635,YES,canvas,,145,135.5,SK-A-3981,36,,,
M224,Self-portrait,,86,,Amsterdam,,1640,,1640,1640,UNCLEAR,canvas,,,,34,,,,
M225,Landscape,,86,,Amsterdam,c.,1640,,1640,1640,UNCLEAR,canvas,,,,449,34,,,
M226,Agatha Bas,,86,,Amsterdam,,1641,,1641,1640,UNCLEAR,canvas,,,,360,37,,,
M227,The Night Watch,,86,,Amsterdam,,1642,,1642,1640,YES,canvas,,379.5,453.5,SK-C-5,36,,,
M228,Man with falcon,,86,,Amsterdam,,1643,,1643,1640,UNCLEAR,canvas,,,,224,12,,,
M229,Woman with fan,,86,,Amsterdam,,1643,,1643,1640,UNCLEAR,canvas,,,,363,12,,,
M230,Old lady with a book,,86,,Amsterdam,,1643,,1643,1640,UNCLEAR,canvas,,,,362,,,,
M231,Man in a steel gorget,,86,,Amsterdam,,1644,,1644,1640,UNCLEAR,canvas,,,,234,,,,
M232,Scholar at writing desk,,86,,Amsterdam,,1644,,1644,1640,UNCLEAR,canvas,,,,237,,,,
M233,Seated woman with a handkerchief,,86,,Amsterdam,,1644,,1644,1640,UNCLEAR,canvas,,,,369,,,,
M234,Portrait of an admiral,,86,,Amsterdam,,1645,,1645,1645,UNCLEAR,canvas,,,,223,,,,
M235,Rabbi,,86,,Amsterdam,,1645,,1645,1645,UNCLEAR,canvas,,,,236,,,,
M236,Rabbi,,86,,Amsterdam,c.,1645,,1645,1645,UNCLEAR,canvas,,,,240,,,,
M237,Portrait of a woman,,86,,Amsterdam,,1645,,1645,1645,UNCLEAR,canvas,,,,364,,,,
M238,The Mill,,86,,Amsterdam,,1645,1648,1646.5,1645,UNCLEAR,canvas,,,,Val. 313,,,,
M239,Adoration of the shepherds,,86,,Amsterdam,,1646,,1646,1645,UNCLEAR,canvas,,,,575,,,,
M240,A seated man,,86,,Amsterdam,c.,1648,1650,1649,1645,UNCLEAR,canvas,,,,257,,,,
M241,Self-portrait,,86,,Amsterdam,,1650,,1650,1650,UNCLEAR,canvas,,,,39,,,,
M242,Man with curly grey hair,,86,,Amsterdam,,1650,,1650,1650,YES,canvas,,80.5,66.5,Mh560,24,,,
M243,Oriental figure,,86,,Amsterdam,c.,1650,,1650,1650,UNCLEAR,canvas,,,,253,34,,,
M244,Old man with a red cap,,86,,Amsterdam,,1650,,1650,1650,UNCLEAR,canvas,,,,258,,,,
M245,Manoah's sacrifice,,86,,Amsterdam,c.,1650,,1650,1650,UNCLEAR,canvas,,,,509,,,,
M246,Descent from the cross,,86,,Amsterdam,,1650,1652,1651,1650,UNCLEAR,canvas,,,,584,,,,
M247,The Centurion Cornelius,,86,,Amsterdam,c.,1650,,1650,1650,UNCLEAR,canvas,,176.5,216.2,P86,46,https://wallacelive.wallacecollection.org:443/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=64961&viewType=detailView,,
M248,Man in armour,,86,,Amsterdam,decade,1650,,1650,1650,UNCLEAR,canvas,,,,,,,,
M249,Kitchenmaid,,86,,Amsterdam,,1651,,1651,1650,UNCLEAR,canvas,,,,377,,,,
M250,A girl with a broom,,86,,Amsterdam,,1651,,1651,1650,UNCLEAR,canvas,,,,378,,,,
M251,Christ appearing to Mary Magdalene,,86,,Amsterdam,,1651,,1651,1650,UNCLEAR,canvas,,,,583,,,,
M252,Self-portrait,,86,,Amsterdam,,1652,,1652,1650,UNCLEAR,canvas,,,,42,,,,
M253,An old man in an armchair,,86,,Amsterdam,,1652,,1652,1650,UNCLEAR,canvas,,,,267,,,,
M254,Nicolas Bruyningh,,86,,Amsterdam,,1652,,1652,1650,UNCLEAR,canvas,,,,268,,,,
M255,Aristotle,,86,,Amsterdam,,1653,,1653,1650,UNCLEAR,canvas,,,,478,,,,
M256,Standard bearer,,86,,Amsterdam,,1654,,1654,1650,UNCLEAR,canvas,,,,275,,,,
M257,Young woman in fanciful dress (Sibyl),,86,,Amsterdam,c.,1654,,1654,1650,UNCLEAR,canvas,,,,438,,,,
M258,Man in armour,,86,,Amsterdam,,1654,1655,1654.5,1650,UNCLEAR,canvas,,,,480,,,,
M259,Young woman with pearls,,86,,Amsterdam,c.,1654,,1654,1650,UNCLEAR,canvas,,,,,,,,
M260,Self-portrait with sketchbook,,86,,Amsterdam,c.,1655,,1655,1655,UNCLEAR,canvas,,,,46,,,,
M261,Titus,,86,,Amsterdam,,1655,,1655,1655,UNCLEAR,canvas,,,,120,,,,
M262,Titus,,86,,Amsterdam,,1655,,1655,1655,UNCLEAR,canvas,,,,121,,,,
M263,Man with the golden helmet,,86,,Amsterdam,c.,1655,,1655,1655,UNCLEAR,canvas,,,,128,,,,
M264,Old man with a red cap,,86,,Amsterdam,c. ,1655,,1655,1655,UNCLEAR,canvas,,,,269,,,,
M265,Portrait of a man,,86,,Amsterdam,c.,1655,,1655,1655,UNCLEAR,canvas,,,,277,,,,
M266,Portrait of old man,,86,,Amsterdam,,1655,,1655,1655,UNCLEAR,canvas,,,,280,,,,
M267,Man with beard,,86,,Amsterdam,c.,1655,,1655,1655,UNCLEAR,canvas,,,,284,,,,
M268,A Franciscan Friar,,86,,Amsterdam,c.,1655,,1655,1655,UNCLEAR,canvas,,,,308,,,,
M269,Portrait of a woman,,86,,Amsterdam,,1655,,1655,1655,UNCLEAR,canvas,,,,388,,,,
M270,Joseph accused by Potiphar's wife,,86,,Amsterdam,,1655,,1655,1655,UNCLEAR,canvas,,,,523,,,,
M271,Joseph accused by Potiphar's wife,,86,,Amsterdam,,1655,,1655,1655,UNCLEAR,canvas,,,,524,,,,
M272,David playing harp for Saul,,86,,Amsterdam,,1660,1665,1662.5,1660,UNCLEAR,canvas,,130,164.5,Mh621,24,,,
M273,Hendrickje Stoffels,,86,,Amsterdam,c.,1656,,1656,1655,UNCLEAR,canvas,,,,113,,,,
M274,Woman holding a pink,,86,,Amsterdam,,1656,,1656,1655,UNCLEAR,canvas,,,,390,,,,
M275,Deyman,,86,,Amsterdam,,1656,,1656,1655,UNCLEAR,canvas,,,,414,2,,,
M276,Blessing of Jacob,,86,,Amsterdam,,1656,,1656,1655,UNCLEAR,canvas,,,,525,,,,
M277,Titus,,86,,Amsterdam,c.,1657,,1657,1655,UNCLEAR,canvas,,,,123,46,,,
M278,Bearded man with cap,,86,,Amsterdam,,1657,,1657,1655,UNCLEAR,canvas,,,,283,,,,
M279,The Apostle Paul,,86,,Amsterdam,c.,1657,,1657,1655,UNCLEAR,canvas,,,,612,,,,
M280,Self-portrait,,86,,Amsterdam,,1658,,1658,1655,UNCLEAR,canvas,,,,50,16,,,
M281,Portrait of a young man,,86,,Amsterdam,,1658,,1658,1655,UNCLEAR,canvas,,,,292,,,,
M282,Young man with a baret,,86,,Amsterdam,c.,1658,,1658,1655,UNCLEAR,canvas,,,,293,,,,
M283,The Auctioneer,,86,,Amsterdam,,1658,,1658,1655,UNCLEAR,canvas,,,,294,,,,
M284,Gentleman with tall hat and gloves,,86,,Amsterdam,c.,1658,1660,1659,1655,UNCLEAR,canvas,,,,327,,,,
M285,Self-portrait,,86,,Amsterdam,,1659,,1659,1655,UNCLEAR,canvas,,,,51,,,,
M286,Elderly man as S. Paul,,86,,Amsterdam,,1659,,1659,1655,UNCLEAR,canvas,,,,297,,,,
M287,Moses with the Tables,,86,,Amsterdam,,1659,,1659,1655,UNCLEAR,canvas,,,,527,,,,
M288,Self-portrait,,86,,Amsterdam,c.,1659,,1659,1655,UNCLEAR,canvas,,,,Bauch 337,,,,
M289,Self-portrait,,86,,Amsterdam,,1660,,1660,1660,UNCLEAR,canvas,,,,54,,,,
M290,Self-portrait,,86,,Amsterdam,,1660,,1660,1660,UNCLEAR,canvas,,,,56,,,,
M291,Self-portrait,,86,,Amsterdam,c.,1660,,1660,1660,UNCLEAR,canvas,,,,57,,,,
M292,Flora,,86,,Amsterdam,c.,1660,,1660,1660,UNCLEAR,canvas,,,,114,,,,
M293,Hendrickje Stoffels,,86,,Amsterdam,,1660,,1660,1660,UNCLEAR,canvas,,,,118,,,,
M294,Portrait of a young man,,86,,Amsterdam,,1660,,1660,1660,UNCLEAR,canvas,,,,124,,,,
M295,A young monk (Titus),,86,,Amsterdam,,1660,,1660,1660,UNCLEAR,canvas,,,,306,,,,
M296,Jacob wrestling with the angel,,86,,Amsterdam,c.,1660,,1660,1660,UNCLEAR,canvas,,,,528,,,,
M297,Apostle Peter denying Christ,,86,,Amsterdam,,1660,,1660,1660,UNCLEAR,canvas,,,,594,,,,
M298,Man in a cap,,86,,Amsterdam,c.,1660,,1660,1660,UNCLEAR,canvas,,,,NG2539,31,,,
M299,Old woman cutting her nails,in the style of,86,,UNKNOWN,c.,1655,1660,1657.5,1655,UNCLEAR,canvas,,126.1,101.9,14.40.609,25,,,
M300,Capuchin monk reading,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,307,,,,
M301,Two African men,,86,,Amsterdam,,1661,,1661,1660,YES,canvas,,77.8,64.4,Mh685,24,,,
M302,Self-portrait as St. Paul,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,59,,,,
M303,Jacob Trip,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,314,,,,
M304,Margaretha de Geer,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,394,,,,
M305,"Margaretha de Geer, bust length",,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,395,,,,
M306,Claudius Civilis,,86,,Amsterdam,c.,1661,1662,1661.5,1660,UNCLEAR,canvas,,,,482,,,,
M307,The Circumcision,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,596,,,,
M308,The Apostle Bartholomeus,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,615,,,,
M309,Old man praying,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,616,,,,
M310,Christ with pelgrimstaff,,86,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,629,,,,
M311,The Apostle Simon,,86,,Amsterdam,c.,1661,,1661,1660,UNCLEAR,canvas,,,,616A,,,,
M312,Self-portrait as Zeuxis,,86,,Amsterdam,c.,1662,,1662,1660,UNCLEAR,canvas,,,,61,,,,
M313,Portrait of a young man,,86,,Amsterdam,,1662,,1662,1660,UNCLEAR,canvas,,,,311,,,,
M314,Portrait of a young man at a rable,,86,,Amsterdam,,1662,1663,1662.5,1660,UNCLEAR,canvas,,,,312,,,,
M315,Man with magnifying glass,,86,,Amsterdam,c.,1662,,1662,1660,UNCLEAR,canvas,,,,326,,,,
M316,Lady with a pink,,86,,Amsterdam,c.,1662,,1662,1660,UNCLEAR,canvas,,,,401,,,,
M317,Syndics,,86,,Amsterdam,,1662,,1662,1660,YES,canvas,,191.5,279,SK-C-6,36,,,
M318,Frederik Rihel,,86,,Amsterdam,,1663,,1663,1660,UNCLEAR,canvas,,,,255,31,https://www.nationalgallery.org.uk/paintings/rembrandt-portrait-of-frederick-rihel-on-horseback,,
M319,Homer dictating,,86,,Amsterdam,,1663,,1663,1660,YES,canvas,,107,82,Mh584,24,,,
M320,Pilate washing his hands,,86,,Amsterdam,c.,1663,,1663,1660,UNCLEAR,canvas,,,,595,,,,
M321,Johannes Evangelist,,86,,Amsterdam,c.,1663,,1663,1660,UNCLEAR,canvas,,,,Val. 481,,,,
M322,Man,,86,,Amsterdam,,1665,,1665,1665,UNCLEAR,canvas,,,,317,,,,
M323,Portrait of a lady with a dog,,86,,Amsterdam,c.,1665,,1665,1665,UNCLEAR,canvas,,,,398,,,,
M324,The Jewish Bride,,86,,Amsterdam,c.,1665,1669,1667,1665,YES,canvas,,121.5,166.5,SK-C-216,36,,,
M325,Family Portrait,,86,,Amsterdam,c. ,1665,,1665,1665,UNCLEAR,canvas,,,,417,,,,
M326,Evangelist writing,,86,,Amsterdam,c.,1665,,1665,1665,UNCLEAR,canvas,,,,618,,,,
M327,Portrait of a young man,,86,,Amsterdam,,1666,,1666,1665,UNCLEAR,canvas,,,,322,,,,
M328,Portrait of a white-haired man,,86,,Amsterdam,,1667,,1667,1665,UNCLEAR,canvas,,,,323,,,,
M329,Man in hat with pearls,,86,,Amsterdam,c.,1667,,1667,1665,UNCLEAR,canvas,,,,324,,,,
M330,Portrait of an old man,,86,,Amsterdam,,1667,,1667,1665,YES,canvas,,81.9,67.7,Mh1118,24,,,
M331,Self-portrait,,86,,Amsterdam,,1669,,1669,1665,UNCLEAR,canvas,,,,55,,,,
M332,Self-portrait,,86,,Amsterdam,,1669,,1669,1665,YES,canvas,,65.4,60.2,Mh840,24,,,
M333,The arquebusier's civic guard,,6,,Amsterdam,,1642,,1642,1640,YES,canvas,,367,511,SK-C-1174,36,,,
M334,Portrait of Bartholomeus Breenbergh,,6,,Amsterdam,,1644,,1644,1640,YES,canvas,,93,72,A 23536,2,,,
M335,View of Haarlemmermeer,,8,,Amsterdam,c.,1646,1708,1677,1675,YES,canvas,,43.5,62,A 7447,2,,,
M336,The Paalhuis and the New Bridge,,9,,Amsterdam,,1663,,1663,1660,YES,canvas,,62.5,88.5,A 7291,2,,,
M337,Town canal with Heiligewegspoort,,9,,Amsterdam,,1637,1666,1651.5,1650,UNCLEAR,canvas,,91,130,A 643,2,,,
M338,"The IJ by the New Bridge in winter, east",,9,,Amsterdam,,1637,1666,1651.5,1650,YES,canvas,,95.5,133.5,A 74,2,,,
M339,"The IJ by the New Bridge in winter, west",,9,,Amsterdam,,1637,1666,1651.5,1650,UNCLEAR,canvas,,95,131,A 73,2,,,
M340,Self-portrait,,15,,Amsterdam,,1646,,1646,1645,YES,canvas,,102,85.5,DM 887/372,13,,,
M341,Erasmus Scharlaken and Anna van Erckel,,15,,Amsterdam,,1648,,1648,1645,UNCLEAR,canvas,,,,2435,,,,
M342,Four regents of the leper-house,,15,,Amsterdam,,1649,,1649,1645,UNCLEAR,canvas,,,,A 7295,2,,,
M343,Portrait of Louis Trup,,15,,Amsterdam,,1652,,1652,1650,YES,canvas,,125.7,96.2,Mh795,24,,,
M344,"Venus, Paris, Amor",,15,,Amsterdam,,1656,,1656,1655,UNCLEAR,canvas,,,,1701,,,,
M345,Naaman refuses Elisa's presents,,15,,Amsterdam,,1661,,1661,1660,UNCLEAR,canvas,,,,A 7294,2,,,
M346,Portrait of a man,,15,,Amsterdam,,1663,,1663,1660,YES,canvas,,124,100,SK-A-43,36,,,
M347,Portrait of Michiel de Ruyter,,15,,Amsterdam,,1667,,1667,1665,YES,canvas,,157,135,Mh585,24,,,
M348,The undauntedness of Fabritius,,15,,Amsterdam,,1655,1656,1655.5,1655,UNCLEAR,canvas,,,,A 35807,2,,,
M349,Self-portrait,,15,,Amsterdam,c.,1645,,1645,1645,UNCLEAR,canvas,,,,609,,,,
M350,The wife of the artist,,15,,Amsterdam,c.,1645,,1645,1645,UNCLEAR,canvas,,,,610,,,,
M351,Abraham receives the three angels,,15,,Amsterdam,,1655,,1655,1655,UNCLEAR,canvas,,,,B736,,,,
M352,Potrait of Elisabeth Bas,uncertain,15,,Amsterdam,c.,1640,1645,1642.5,1640,UNCLEAR,canvas,,118,91.5,SK-A-714,36,,,
M353,Portrait of Cornelis de Graeff,,16,,Amsterdam,,1673,,1673,1670,YES,canvas,,38.9,28.9,Mh883,24,,,
M354,The sick goat,,41,,Amsterdam,c.,1660,,1660,1660,UNCLEAR,canvas,,,,291,,,,
M355,Royal meal in a cave,,43,,Amsterdam,,1660,,1660,1660,UNCLEAR,canvas,,,,645,23,,,
M356,The last supper,,43,,Amsterdam,,1664,,1664,1660,YES,canvas,,100,142,SK-A-2507,36,,,
M357,Christ and the woman in adultery,,43,,Amsterdam,,1650,1674,1662,1660,UNCLEAR,canvas,,66,82,SK-A-106,36,,,
M358,The company of captain Vlooswijck,,83,,Amsterdam,,1642,,1642,1640,UNCLEAR,canvas,,340,527,SK-C-1177,36,,,
M359,Willem van der Helm and his family,,45,,Amsterdam,,1656,,1656,1655,YES,canvas,,148,127.5,SK-A-1304,36,,,
M360,Citizen soldier's feast peace of munter (sketch),,47,,Amsterdam,,1648,,1648,1645,UNCLEAR,canvas,,,,A 7318,2,,,
M361,Pieter Reaal,,47,,Amsterdam,,1643,,1643,1640,UNCLEAR,canvas,,,,6825,2,,,
M362,The celebration of the peace of Munster,,60,,Amsterdam,,1648,,1648,1645,YES,canvas,,232,547,SK-C-2,36,,,
M363,Man in black 'atlasrock',,60,,Amsterdam,,1649,,1649,1645,UNCLEAR,canvas,,,,7256,36,,,
M364,Regents and regentesses of the spinning-house,,60,,Amsterdam,,1650,,1650,1650,UNCLEAR,canvas,,,,A 4367,2,,,
M365,Portrait of the painter Paulus Potter,,60,,Amsterdam,,1654,,1654,1650,UNCLEAR,canvas,,99,80,Mh54,24,,,
M366,Woman reading,,62,,Amsterdam,c.,1660,1670,1665,1665,UNCLEAR,canvas,,,,284,,,,
M367,Still life with silver jug,,64,,Amsterdam,c.,1655,1660,1657.5,1655,UNCLEAR,canvas,,73.8,65.2,SK-A-199,36,,,
M368,Group portrait of an unidentified body,,35,,Amsterdam,c.,1625,1630,1627.5,1625,UNCLEAR,canvas,,126,105.8,SK-A-4236,36,,,
M369,"Distant view, with cottages lining a road",,68,,Amsterdam,,1655,,1655,1655,YES,canvas,,134,167.5,SK-A-4133,36,,,
M370,River landscape,,68,,Amsterdam,,1676,,1676,1675,YES,canvas,,92.5,112,SK-A-206,36,,,
M371,Landscape,,68,,Amsterdam,c.,1655,,1655,1655,UNCLEAR,canvas,,,,9407,,,,
M372,The idolatry of King Solomon,,69,,Amsterdam,,1644,,1644,1640,YES,canvas,,155.5,172.5,SK-A-2220,36,,,
M373,Allegory of peace,,72,,Amsterdam,,1652,,1652,1650,YES,canvas,,217,211,SK-A-612,36,,,
M374,Portrait of a man,,72,,Amsterdam,c.,1650,,1650,1650,UNCLEAR,canvas,,,,1681,40,,,
M375,Dam square with new town hall,,73,,Amsterdam,,1656,,1656,1655,UNCLEAR,canvas,,,,A 3044,2,,,
M376,The Meebeeck Cruywagen family,,74,,Amsterdam,,1640,1645,1642.5,1640,UNCLEAR,canvas,,100,133.5,SK-A-81,36,,,
M377,Mooy-Aal and her suitors,,76,,Amsterdam,c.,1630,1640,1635,1635,YES,canvas,,113,126.7,SK-A-270,36,,,
M378,Michiel Comans,,81,,Amsterdam,,1669,,1669,1665,YES,canvas,,71,63,SK-A-4135,36,,,
M379,Allegory of the peace of Munster,,119,,Amsterdam,,1650,,1650,1650,YES,canvas,,136,105,SK-A-1995,36,,,
M380,"View of Prinsengracht at Reesluis, Amsterdam",,82,,Amsterdam,c.,1650,,1650,1650,UNCLEAR,canvas,,,,A 591,2,,,
M381,Mountainous landscape with waterfall,,87,,Amsterdam,c.,1650,1692,1671,1670,UNCLEAR,canvas,,123,151,SK-A-760,36,,,
M382,Martinus Alewijn,,92,,Amsterdam,,1644,,1644,1640,YES,canvas,,124,91,SK-A-1310,36,,,
M383,Machteld Bas,attributed to,96,,Amsterdam,c.,1667,1672,1669.5,1665,UNCLEAR,canvas,,127,100,SK-A-397,36,,,
M384,The Annunciation,,124,,Amsterdam,,1667,,1667,1665,YES,canvas,,128,176,SK-A-2688,36,,,
M385,"Still life with glass, flute glass",,125,,Amsterdam,,1667,,1667,1665,YES,canvas,,70.5,91,SK-A-3988,36,,,
M386,Hannah praying,,127,,Amsterdam,,1643,,1643,1640,UNCLEAR,canvas,,,,861/327,13,,,
M387,Ships in distress,,128,,Amsterdam,,1640,,1640,1640,UNCLEAR,canvas,,,,A 7432,2,,,
M388,A dog and a cat near a partially disemboweled deer,,130,,Amsterdam,,1645,1660,1652.5,1650,YES,canvas,,180,162,SK-A-591,36,,,
M389,Reclining Venus,,95,,Venice,c.,1540,1560,1550,1550,UNCLEAR,canvas,,116,186,SK-A-3479,36,,,
M390,"The Company of Captain Dirck Jacobsz Rosecrans and Lieutenant Pauw, Amsterdam, 1588",,65,,Amsterdam,,1588,,1588,1585,UNCLEAR,canvas,,208,410,SK-C-378,36,,,
M391,The Battle of Cadiz,,2,,Amsterdam,,1608,,1608,1605,YES,panel,,40.3,83.8,SK-A-1367,36,,,
M392,Ships off Ijsselmonde,,2,,Amsterdam,,1617,,1617,1615,YES,panel,,42.2,80,SK-A-1446,36,,,
M393,A bird hunter on a riverbank,,3,,Amsterdam,c.,1625,1630,1627.5,1625,YES,panel,,24,33,SK-A-1969,36,,,
M394,Fisherman and hunters,,3,,Amsterdam,c.,1625,1630,1627.5,1625,YES,panel,,25.5,50.6,SK-A-1447,36,,,
M395,Fisherman and farmers,,3,,Amsterdam,c.,1625,1630,1627.5,1625,YES,panel,,25.5,50.5,SK-A-1448,36,,,
M396,"Fisherman on the bank of the Amstel near the Pauwentuin, Amsterdam",,3,,Amsterdam,c.,1625,1630,1627.5,1625,YES,panel,,25.4,50.5,SK-A-2625,36,,,
M397,River landscape with gypsies,,3,,Amsterdam,c.,1625,1630,1627.5,1625,YES,panel,,48.5,88.2,SK-A-4033,36,,,
